"cluster","#genes","genes"
"14","24","Gene9872, Gene7272, Gene4988, Gene8211, Gene3743, Gene725, Gene3488, Gene91, Gene6961, Gene9329, Gene7267, Gene2664, Gene3476, Gene3638, Gene3989, Gene1655, Gene4326, Gene2569, Gene2735, Gene6336, Gene9420, Gene479, Gene4520, Gene4"
"12","29","Gene5485, Gene5596, Gene1312, Gene3003, Gene1288, Gene5644, Gene7889, Gene9976, Gene7707, Gene3100, Gene4625, Gene6191, Gene7948, Gene7040, Gene4198, Gene7277, Gene9726, Gene5042, Gene1243, Gene9009, Gene7608, Gene4949, Gene4692, Gene1633, Gene2345, Gene1910, Gene2943, Gene9429, Gene5985"
"23","24","Gene7443, Gene8179, Gene6126, Gene7597, Gene4438, Gene8258, Gene95, Gene7320, Gene592, Gene637, Gene9259, Gene660, Gene4138, Gene6415, Gene5185, Gene7136, Gene6636, Gene238, Gene226, Gene7446, Gene9916, Gene9258, Gene9985, Gene4716"
"19","21","Gene9777, Gene4750, Gene6491, Gene6633, Gene3642, Gene9189, Gene6742, Gene2428, Gene4507, Gene4039, Gene3517, Gene5099, Gene9557, Gene574, Gene4945, Gene7489, Gene9391, Gene7999, Gene3175, Gene1829, Gene1460"
"4","83","Gene6917, Gene6726, Gene9947, Gene5210, Gene2261, Gene1278, Gene5179, Gene8106, Gene9247, Gene3331, Gene2278, Gene3765, Gene9218, Gene3257, Gene5783, Gene1625, Gene4977, Gene1222, Gene2808, Gene4281, Gene7811, Gene3795, Gene1491, Gene7002, Gene3252, Gene4068, Gene8476, Gene6595, Gene9397, Gene2414, Gene79, Gene3608, Gene1603, Gene1989, Gene2595, Gene9301, Gene3999, Gene5297, Gene9260, Gene6228, Gene9202, Gene6650, Gene852, Gene9320, Gene4091, Gene7457, Gene5445, Gene3024, Gene8347, Gene1492, Gene4218, Gene2051, Gene3111, Gene9447, Gene9496, Gene6447, Gene4115, Gene7314, Gene2550, Gene3047, Gene9191, Gene1775, Gene8755, Gene8850, Gene505, Gene2834, Gene6467, Gene6694, Gene9014, Gene7643, Gene7918, Gene2506, Gene8261, Gene4274, Gene4074, Gene6031, Gene1985, Gene7807, Gene2355, Gene6628, Gene5686, Gene5369, Gene3590"
"17","21","Gene2264, Gene517, Gene8507, Gene4462, Gene9758, Gene2021, Gene927, Gene9119, Gene659, Gene205, Gene669, Gene7929, Gene9473, Gene3984, Gene523, Gene9078, Gene5548, Gene6842, Gene5338, Gene9317, Gene8021"
"13","26","Gene6343, Gene7887, Gene1703, Gene9656, Gene6256, Gene6999, Gene9396, Gene8216, Gene4941, Gene5040, Gene5249, Gene9376, Gene1060, Gene488, Gene9059, Gene4951, Gene8007, Gene6896, Gene695, Gene3315, Gene6764, Gene3705, Gene130, Gene8871, Gene3078, Gene2405"
"7","51","Gene3279, Gene118, Gene934, Gene8784, Gene6880, Gene2992, Gene1695, Gene7884, Gene853, Gene4843, Gene4528, Gene1956, Gene6099, Gene2777, Gene7758, Gene8195, Gene8781, Gene3807, Gene9415, Gene6163, Gene9553, Gene2747, Gene1369, Gene4518, Gene5604, Gene1724, Gene5672, Gene4400, Gene5539, Gene7022, Gene6604, Gene5922, Gene1892, Gene6448, Gene2521, Gene9729, Gene8529, Gene9084, Gene3656, Gene8080, Gene1026, Gene9855, Gene3340, Gene6547, Gene313, Gene6585, Gene6315, Gene7698, Gene6609, Gene3596, Gene9390"
"9","33","Gene5859, Gene1858, Gene6239, Gene4155, Gene3221, Gene1293, Gene8547, Gene9605, Gene8733, Gene2903, Gene6715, Gene3254, Gene748, Gene9178, Gene4893, Gene3185, Gene2352, Gene1337, Gene1147, Gene8860, Gene8013, Gene4564, Gene3896, Gene859, Gene6251, Gene2994, Gene8979, Gene6646, Gene1384, Gene3701, Gene5184, Gene3578, Gene3737"
"11","30","Gene7259, Gene6829, Gene9783, Gene577, Gene9174, Gene5071, Gene1297, Gene2346, Gene6948, Gene5415, Gene2509, Gene6265, Gene1211, Gene5158, Gene8404, Gene1225, Gene8270, Gene4472, Gene616, Gene7103, Gene3065, Gene6017, Gene3708, Gene1112, Gene2290, Gene9324, Gene2306, Gene7711, Gene7637, Gene5363"
