"cluster","cell_cluster","#cells","up_or_down","#genes","genes"
"1","0","1907","down","2","ENSMUSG00000076609, ENSMUSG00000064337"
"2","1","857","up","5","ENSMUSG00000076614, ENSMUSG00000076612, ENSMUSG00000095079, ENSMUSG00000076609, ENSMUSG00000029580"
"3","1","857","down","13","ENSMUSG00000060586, ENSMUSG00000064339, ENSMUSG00000073421, ENSMUSG00000061232, ENSMUSG00000073411, ENSMUSG00000060802, ENSMUSG00000075602, ENSMUSG00000027513, ENSMUSG00000002985, ENSMUSG00000064337, ENSMUSG00000028307, ENSMUSG00000036256, ENSMUSG00000092341"
"4","2","420","up","1","ENSMUSG00000020839"
"5","2","420","down","2","ENSMUSG00000032758, ENSMUSG00000064341"
"6","3","416","up","2","ENSMUSG00000031881, ENSMUSG00000079018"
"7","3","416","down","1","ENSMUSG00000076609"
"8","4","319","down","2","ENSMUSG00000064339, ENSMUSG00000092341"
"9","5","303","up","2","ENSMUSG00000068220, ENSMUSG00000041203"
"10","5","303","down","1","ENSMUSG00000061232"
"11","6","300","up","3","ENSMUSG00000018286, ENSMUSG00000024513, ENSMUSG00000032359"
"12","6","300","down","2","ENSMUSG00000060586, ENSMUSG00000024661"
"13","7","262","up","1","ENSMUSG00000060586"
"14","7","262","down","1","ENSMUSG00000027513"
"15","8","230","up","2","ENSMUSG00000029761, ENSMUSG00000060373"
"16","8","230","down","5","ENSMUSG00000061232, ENSMUSG00000060586, ENSMUSG00000024661, ENSMUSG00000073421, ENSMUSG00000064339"
"17","9","226","up","2","ENSMUSG00000021474, ENSMUSG00000003809"
"18","9","226","down","10","ENSMUSG00000027359, ENSMUSG00000032758, ENSMUSG00000064370, ENSMUSG00000015401, ENSMUSG00000028307, ENSMUSG00000064351, ENSMUSG00000028692, ENSMUSG00000025351, ENSMUSG00000031818, ENSMUSG00000073421"
"19","10","225","up","1","ENSMUSG00000027562"
"20","11","225","up","1","ENSMUSG00000027359"
"21","12","215","up","1","ENSMUSG00000076609"
"22","12","215","down","2","ENSMUSG00000027513, ENSMUSG00000064339"
"23","13","188","up","2","ENSMUSG00000063931, ENSMUSG00000017781"
"24","14","188","up","2","ENSMUSG00000078650, ENSMUSG00000025792"
"25","14","188","down","6","ENSMUSG00000028307, ENSMUSG00000018339, ENSMUSG00000027513, ENSMUSG00000064351, ENSMUSG00000064370, ENSMUSG00000063856"
"26","15","177","up","2","ENSMUSG00000021024, ENSMUSG00000000278"
"27","16","172","up","2","ENSMUSG00000054733, ENSMUSG00000041126"
"28","16","172","down","2","ENSMUSG00000027513, ENSMUSG00000028307"
"29","17","170","up","2","ENSMUSG00000032085, ENSMUSG00000021870"
"30","18","170","up","2","ENSMUSG00000020062, ENSMUSG00000019810"
"31","18","170","down","9","ENSMUSG00000027513, ENSMUSG00000064363, ENSMUSG00000064341, ENSMUSG00000032758, ENSMUSG00000064370, ENSMUSG00000028307, ENSMUSG00000024953, ENSMUSG00000024661, ENSMUSG00000018339"
"32","19","168","up","1","ENSMUSG00000032978"
"33","19","168","down","1","ENSMUSG00000032758"
"34","20","164","up","2","ENSMUSG00000015806, ENSMUSG00000024650"
"35","20","164","down","3","ENSMUSG00000027513, ENSMUSG00000026576, ENSMUSG00000073421"
"36","21","155","up","1","ENSMUSG00000063870"
"37","21","155","down","2","ENSMUSG00000024953, ENSMUSG00000022108"
"38","22","152","up","3","ENSMUSG00000063903, ENSMUSG00000027202, ENSMUSG00000030963"
"39","22","152","down","1","ENSMUSG00000026576"
"40","23","152","up","1","ENSMUSG00000024164"
"41","23","152","down","2","ENSMUSG00000018339, ENSMUSG00000029304"
"42","24","151","up","1","ENSMUSG00000022708"
"43","25","141","up","2","ENSMUSG00000037815, ENSMUSG00000022821"
"44","25","141","down","1","ENSMUSG00000024953"
"45","26","139","up","1","ENSMUSG00000029447"
"46","26","139","down","3","ENSMUSG00000025351, ENSMUSG00000031818, ENSMUSG00000073411"
"47","27","138","up","3","ENSMUSG00000057425, ENSMUSG00000026380, ENSMUSG00000068039"
"48","28","136","up","2","ENSMUSG00000018459, ENSMUSG00000022338"
"49","28","136","down","1","ENSMUSG00000026576"
"50","29","121","up","1","ENSMUSG00000017493"
"51","29","121","down","1","ENSMUSG00000064339"
"52","30","111","up","1","ENSMUSG00000061518"
"53","30","111","down","4","ENSMUSG00000064341, ENSMUSG00000018339, ENSMUSG00000024953, ENSMUSG00000029304"
"54","31","110","up","1","ENSMUSG00000036880"
"55","31","110","down","1","ENSMUSG00000031818"
"56","32","108","up","2","ENSMUSG00000028713, ENSMUSG00000006050"
"57","32","108","down","1","ENSMUSG00000092341"
"58","33","106","up","2","ENSMUSG00000028405, ENSMUSG00000016252"
"59","34","105","up","1","ENSMUSG00000019970"
"60","34","105","down","3","ENSMUSG00000063856, ENSMUSG00000064351, ENSMUSG00000064370"
"61","35","104","up","2","ENSMUSG00000025810, ENSMUSG00000060036"
"62","35","104","down","1","ENSMUSG00000064351"
"63","36","101","up","1","ENSMUSG00000028194"
"64","36","101","down","2","ENSMUSG00000032758, ENSMUSG00000018339"
"65","37","86","up","2","ENSMUSG00000014956, ENSMUSG00000026576"
"66","37","86","down","2","ENSMUSG00000064341, ENSMUSG00000064370"
"67","38","80","up","1","ENSMUSG00000005980"
"68","38","80","down","3","ENSMUSG00000064339, ENSMUSG00000029304, ENSMUSG00000027513"
"69","39","77","up","2","ENSMUSG00000020271, ENSMUSG00000029810"
"70","39","77","down","3","ENSMUSG00000027513, ENSMUSG00000029304, ENSMUSG00000028307"
"71","40","77","up","3","ENSMUSG00000022132, ENSMUSG00000059412, ENSMUSG00000064351"
"72","40","77","down","3","ENSMUSG00000028307, ENSMUSG00000026576, ENSMUSG00000064337"
"73","41","48","up","1","ENSMUSG00000002064"
"74","42","36","up","1","ENSMUSG00000023039"
