"cluster","cell_cluster","#cells","up_or_down","#genes","genes"
"1","0","2142","down","5","ENSG00000211459, ENSG00000251562, ENSG00000210082, ENSG00000198712, ENSG00000198938"
"2","1","861","up","1","ENSG00000211459"
"3","1","861","down","7","ENSG00000210082, ENSG00000251562, ENSG00000198712, ENSG00000198938, ENSG00000198899, ENSG00000164825, ENSG00000198804"
"4","2","623","up","5","ENSG00000169344, ENSG00000074803, ENSG00000163399, ENSG00000113889, ENSG00000143153"
"5","2","623","down","5","ENSG00000164825, ENSG00000211445, ENSG00000198899, ENSG00000198886, ENSG00000136872"
"6","3","364","down","8","ENSG00000211459, ENSG00000251562, ENSG00000210082, ENSG00000198712, ENSG00000198938, ENSG00000198886, ENSG00000136872, ENSG00000198899"
"7","4","273","down","3","ENSG00000198712, ENSG00000210082, ENSG00000198899"
"8","6","256","up","3","ENSG00000121774, ENSG00000179889, ENSG00000150201"
"9","6","256","down","4","ENSG00000210082, ENSG00000251562, ENSG00000198712, ENSG00000198938"
"10","7","246","down","2","ENSG00000136872, ENSG00000198899"
"11","8","238","up","1","ENSG00000172428"
"12","8","238","down","4","ENSG00000251562, ENSG00000210082, ENSG00000198712, ENSG00000198938"
"13","9","230","up","2","ENSG00000126870, ENSG00000186815"
"14","9","230","down","2","ENSG00000211445, ENSG00000198899"
"15","10","225","up","2","ENSG00000157064, ENSG00000132341"
"16","10","225","down","3","ENSG00000251562, ENSG00000210082, ENSG00000198938"
"17","11","220","up","2","ENSG00000078808, ENSG00000182348"
"18","11","220","down","1","ENSG00000210082"
"19","12","215","up","1","ENSG00000108848"
"20","12","215","down","1","ENSG00000089220"
"21","13","214","up","2","ENSG00000172340, ENSG00000132837"
"22","13","214","down","4","ENSG00000251562, ENSG00000066813, ENSG00000198712, ENSG00000210082"
"23","14","210","up","2","ENSG00000178719, ENSG00000102554"
"24","14","210","down","2","ENSG00000100253, ENSG00000210082"
"25","15","206","up","2","ENSG00000075420, ENSG00000090273"
"26","15","206","down","3","ENSG00000210082, ENSG00000251562, ENSG00000198712"
"27","16","204","up","2","ENSG00000116586, ENSG00000153086"
"28","16","204","down","3","ENSG00000251562, ENSG00000210082, ENSG00000198712"
"29","17","196","up","3","ENSG00000135638, ENSG00000141298, ENSG00000173531"
"30","17","196","down","6","ENSG00000245532, ENSG00000198763, ENSG00000210082, ENSG00000251562, ENSG00000143153, ENSG00000198712"
"31","18","196","up","3","ENSG00000127920, ENSG00000158828, ENSG00000166710"
"32","18","196","down","7","ENSG00000251562, ENSG00000210082, ENSG00000198712, ENSG00000198938, ENSG00000211459, ENSG00000163453, ENSG00000198886"
"33","19","196","up","1","ENSG00000124588"
"34","19","196","down","7","ENSG00000130707, ENSG00000136872, ENSG00000089220, ENSG00000100253, ENSG00000211445, ENSG00000251562, ENSG00000087086"
